Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
RW,30,0.51,0.35,0.86,0.38,3.69,41,28,69,30,101,19,85,5,3,58.9,54.8,4.2,7.0,1.8,8.8,1.0,atkinca01,18-19
D,8,0.08,0.31,0.39,0.13,1.49,5,18,23,8,58,18,62,8,-14,40.1,54.0,-13.9,1.2,2.5,3.6,,fowleca01,18-19
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,3,0,0,0,3,1.3,1.4,-0.1,0.0,0.3,0.2,,gauncca01,18-19
D,0,0.0,0.25,0.25,0.07,0.5,0,1,1,0,2,0,3,1,0,1.6,2.2,-0.5,0.0,0.1,0.1,,schilca01,18-19
D,2,0.0,0.16,0.16,0.04,1.11,0,6,6,2,41,0,42,10,9,27.2,34.0,-6.9,-0.3,1.7,1.5,,dahlsca01,18-19
RW,3,0.33,0.07,0.4,0.2,1.73,5,1,6,3,9,2,11,0,-4,7.7,7.8,0.0,0.5,0.2,0.6,,grundca01,18-19
D,3,0.12,0.16,0.28,0.11,0.84,3,4,7,3,24,0,22,6,8,17.7,13.3,4.4,0.5,1.5,2.0,,gunnaca01,18-19
LW,6,0.09,0.24,0.33,0.11,1.71,5,14,19,7,37,0,42,12,7,31.2,27.7,3.5,0.0,1.2,1.2,,hagelca01,18-19
C,20,0.28,0.32,0.6,0.24,2.29,23,26,49,20,70,14,83,22,-5,47.9,44.6,3.3,3.3,1.4,4.7,0.0,soderca01,18-19
RW,7,0.11,0.21,0.32,0.12,0.85,7,13,20,7,22,0,30,8,0,23.3,29.9,-6.6,0.6,1.1,1.6,,rowneca01,18-19
C,14,0.27,0.18,0.45,0.2,1.52,20,13,33,14,44,0,45,23,22,33.6,30.0,3.6,2.5,2.1,4.6,,cizikca01,18-19
C,10,0.16,0.17,0.32,0.13,1.53,12,13,25,10,47,15,51,0,-19,34.0,42.1,-8.2,0.8,0.6,1.4,3.0,mitteca01,18-19
D,2,0.03,0.13,0.16,0.05,0.97,1,5,6,2,21,0,25,5,1,19.7,20.6,-1.0,0.0,1.6,1.6,,nelsoca01,18-19
C,8,0.16,0.05,0.21,0.1,1.09,13,4,17,8,35,0,43,14,7,29.0,30.8,-1.8,0.3,1.1,1.4,,paquece01,18-19
D,1,0.06,0.06,0.11,0.05,1.22,1,1,2,1,6,0,19,4,-9,10.9,9.8,1.1,-0.1,-0.2,-0.3,,ruhwech01,18-19
C,4,0.08,0.09,0.17,0.07,0.56,5,6,11,4,15,0,40,11,-13,20.2,27.9,-7.6,-0.6,0.2,-0.4,,stephch02,18-19
LW,2,0.09,0.06,0.16,0.07,1.56,3,2,5,2,11,2,17,0,-9,12.7,13.6,-0.9,-0.2,0.0,-0.2,,hudonch01,18-19
C/RW,12,0.15,0.27,0.42,0.15,1.91,12,22,34,13,65,16,63,13,-1,45.9,39.6,6.3,0.8,1.8,2.7,,coylech01,18-19
D,9,0.13,0.39,0.52,0.17,1.46,7,21,28,10,73,6,56,3,14,45.4,38.8,6.6,2.0,3.7,5.7,1.0,mcavoch01,18-19
C,0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0,0,0,1,0.8,0.3,0.5,0.0,0.1,0.0,,deleoch01,18-19
D,1,0.08,0.08,0.15,0.06,0.77,1,1,2,1,7,0,7,3,3,7.6,7.0,0.7,0.1,0.6,0.7,,butlech01,18-19
C,22,0.35,0.3,0.66,0.27,2.54,28,24,52,22,97,29,66,1,4,51.6,46.3,5.3,4.2,1.8,6.0,,kreidch01,18-19
LW,4,0.09,0.09,0.18,0.07,0.79,5,5,10,4,15,0,23,1,-7,16.9,22.2,-5.4,0.1,0.2,0.2,,kunitch01,18-19
D,4,0.04,0.18,0.22,0.07,0.93,2,10,12,4,40,0,62,25,3,30.4,35.6,-5.2,0.1,2.9,3.0,,tanevch01,18-19
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.4,-0.4,0.0,0.0,0.0,,thorbch01,18-19
C,15,0.11,0.48,0.59,0.19,1.43,9,39,48,16,73,18,94,17,-22,45.1,56.6,-11.5,1.8,0.7,2.5,,tiernch01,18-19
C,8,0.16,0.09,0.25,0.11,1.78,12,7,19,8,33,0,41,11,3,35.0,34.9,0.2,0.2,1.4,1.6,,wagnech01,18-19
D,2,0.08,0.2,0.28,0.1,1.08,2,5,7,2,16,6,21,0,-12,10.0,12.4,-2.4,0.5,-0.2,0.3,,widemch01,18-19
D,3,0.02,0.2,0.22,0.07,0.73,1,9,10,3,28,0,21,2,9,22.1,25.5,-3.3,0.3,1.6,2.0,,djoosch01,18-19
C,3,0.1,0.25,0.35,0.13,1.25,2,5,7,2,11,1,12,0,-2,9.7,11.6,-1.9,0.1,0.4,0.5,,dvorach01,18-19
RW,8,0.15,0.1,0.25,0.11,1.63,11,7,18,8,31,8,35,0,-13,29.6,31.7,-2.1,0.4,0.9,1.3,,fischch01,18-19
D,2,0.0,0.13,0.13,0.04,1.04,0,6,6,2,37,0,37,6,6,25.9,26.5,-0.6,-0.3,1.8,1.6,,folinch01,18-19
D,3,0.02,0.15,0.16,0.05,1.07,1,9,10,3,31,4,49,8,-14,28.6,34.3,-5.7,0.0,0.8,0.8,,jarosch01,18-19
D,4,0.13,0.27,0.4,0.14,1.2,4,8,12,4,36,6,27,0,3,17.5,21.4,-3.9,1.0,1.3,2.3,,wolanch01,18-19
C,3,0.05,0.1,0.15,0.05,0.82,3,6,9,3,14,0,26,6,-5,18.6,28.3,-9.7,-0.6,0.5,-0.1,,ehnch01,18-19
C,1,0.05,0.1,0.15,0.06,0.8,1,2,3,1,8,0,11,0,-3,7.9,6.5,1.4,-0.1,0.1,0.0,,bishocl01,18-19
LW,29,0.27,0.77,1.04,0.35,2.79,22,63,85,29,122,33,93,13,9,56.8,58.2,-1.4,5.7,2.2,7.9,3.0,giroucl01,18-19
C,17,0.17,0.4,0.57,0.21,2.44,14,33,47,17,73,27,69,2,-21,45.7,51.6,-5.9,2.2,1.4,3.6,4.0,kellecl01,18-19
D,9,0.09,0.26,0.35,0.12,1.78,7,19,26,9,69,3,113,25,-22,56.9,70.4,-13.5,1.2,1.9,3.1,,cecico01,18-19
C,17,0.28,0.24,0.53,0.22,1.54,22,19,41,17,61,6,50,13,19,40.8,44.8,-4.0,3.1,2.1,5.2,,eakinco01,18-19
D,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,1,0,1,0,0,2.6,2.1,0.5,-0.1,0.1,0.0,,golouco01,18-19
LW,1,0.03,0.0,0.03,0.01,0.58,1,0,1,1,4,0,17,0,-13,8.3,13.8,-5.5,-0.5,-0.2,-0.7,,mcleoco01,18-19
C,3,0.06,0.09,0.15,0.06,1.09,3,5,8,3,15,0,28,8,-5,24.4,22.1,2.4,-0.7,0.6,-0.1,,caveco01,18-19
C,0,0.0,0.0,0.0,0.0,0.83,0,0,0,0,0,0,1,0,-1,2.5,2.5,0.0,-0.2,0.0,-0.1,,blackco01,18-19
D,9,0.05,0.4,0.45,0.14,2.02,3,26,29,9,65,17,49,1,0,48.1,40.2,8.0,1.7,2.7,4.5,,milleco02,18-19
C,15,0.2,0.38,0.58,0.21,1.73,14,27,41,15,62,19,70,3,-24,40.2,38.7,1.5,2.3,0.4,2.6,,whiteco02,18-19
C,11,0.18,0.23,0.42,0.16,1.6,12,15,27,11,46,17,35,0,-6,28.6,31.7,-3.2,1.5,0.7,2.2,,wilsoco01,18-19
D,10,0.13,0.23,0.35,0.13,2.2,10,18,28,10,84,13,57,6,20,65.2,55.1,10.1,1.6,5.6,7.2,,parayco01,18-19
C/RW,5,0.08,0.17,0.25,0.09,1.97,5,10,15,5,25,1,38,12,-2,20.4,21.7,-1.3,0.0,0.8,0.8,,scevico01,18-19
C,12,0.2,0.2,0.4,0.17,1.48,15,15,30,12,60,9,49,18,20,35.6,35.1,0.4,1.2,2.1,3.3,,sissoco01,18-19
D,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,1,0,3,0,-2,1.5,1.9,-0.4,-0.1,0.0,-0.1,,whiteco03,18-19
C,1,0.07,0.21,0.29,0.1,1.29,1,3,4,1,5,0,2,0,3,5.1,6.9,-1.8,0.2,0.3,0.4,,brickco01,18-19
RW,10,0.1,0.26,0.35,0.12,1.04,8,21,29,10,43,2,46,16,11,33.7,40.7,-6.9,0.6,1.4,2.0,,brownco02,18-19
D,4,0.06,0.26,0.32,0.1,1.24,2,9,11,4,18,1,30,0,-13,20.5,20.8,-0.4,0.6,0.5,1.1,,carrico01,18-19
D,0,0.0,0.05,0.05,0.01,1.16,0,1,1,0,11,0,8,2,5,12.8,9.8,3.0,-0.3,1.1,0.8,,cliftco01,18-19
C,43,0.53,0.96,1.49,0.55,3.08,41,75,116,43,142,42,107,10,3,68.6,69.3,-0.7,10.8,2.1,13.0,2.0,mcdavco01,18-19
D,5,0.1,0.15,0.25,0.09,1.62,5,8,13,5,49,0,58,20,12,35.9,45.8,-9.9,0.6,2.4,3.0,,murphco02,18-19
RW,9,0.28,0.11,0.38,0.18,2.51,13,5,18,8,30,14,15,0,1,19.3,16.7,2.6,1.5,0.9,2.5,0.0,garlaco01,18-19
LW,13,0.18,0.26,0.44,0.17,1.88,14,20,34,13,53,15,57,1,-18,41.8,45.6,-3.8,1.6,0.8,2.4,2.0,shearco01,18-19
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,1.8,1.5,0.3,-0.1,0.0,-0.1,,marodco01,18-19
C,1,0.04,0.13,0.17,0.06,0.65,1,3,4,1,4,0,12,3,-5,6.1,8.2,-2.2,-0.1,0.0,-0.1,,knighco01,18-19
RW,4,0.19,0.13,0.32,0.14,1.9,6,4,10,4,13,5,24,0,-16,15.5,14.1,1.4,0.3,0.0,0.4,,perryco01,18-19
LW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,conacco01,18-19
C,16,0.28,0.22,0.5,0.21,2.7,21,17,38,16,61,18,32,0,11,38.8,39.1,-0.3,2.8,1.7,4.5,1.0,smithcr01,18-19
C/RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1,0.4,0.2,0.2,0.0,0.0,0.0,,lazarcu01,18-19
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.7,0.2,0.5,0.0,0.1,0.1,,mermida01,18-19
RW,4,0.1,0.12,0.22,0.08,1.14,5,6,11,4,15,0,34,11,-8,20.1,18.8,1.3,-0.1,0.3,0.2,,weiseda01,18-19
D,1,0.05,0.05,0.1,0.04,0.7,1,1,2,1,12,0,13,2,1,9.7,7.9,1.8,0.0,0.5,0.5,,proutda01,18-19
D,14,0.13,0.34,0.48,0.17,1.78,11,28,39,14,85,19,106,13,-27,58.7,64.2,-5.6,2.9,2.4,5.4,1.0,severda01,18-19
D,5,0.06,0.19,0.26,0.09,1.21,4,12,16,5,55,0,60,11,6,43.3,43.7,-0.4,0.7,2.1,2.8,,girarda01,18-19
D,1,0.0,0.09,0.09,0.02,0.68,0,5,5,1,27,0,36,7,-2,28.2,34.4,-6.2,-0.6,1.8,1.2,,hamhuda01,18-19
LW,1,0.0,0.22,0.22,0.06,1.78,0,2,2,1,4,0,1,0,3,3.4,3.1,0.4,-0.1,0.2,0.1,,marteda01,18-19
D,0,0.0,0.25,0.25,0.07,0.5,0,1,1,0,2,0,4,0,-2,2.6,1.8,0.8,0.0,0.0,0.0,,brickda01,18-19
LW,1,0.17,0.0,0.17,0.09,1.83,1,0,1,1,2,0,3,0,-1,2.5,1.9,0.6,0.0,0.0,0.1,,carrda01,18-19
RW,10,0.22,0.14,0.37,0.16,1.98,14,9,23,10,30,7,39,0,-16,27.5,31.9,-4.5,1.6,0.4,2.0,,spronda01,18-19
D,7,0.1,0.29,0.38,0.13,1.13,5,15,20,7,50,0,72,23,2,38.3,42.3,-4.0,1.1,2.6,3.8,,dekeyda01,18-19
C,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.2,0.0,0.0,0.0,,oregada01,18-19
D,1,0.25,0.0,0.25,0.14,1.25,1,0,1,1,1,0,2,0,-1,1.6,2.1,-0.5,0.1,0.0,0.2,,fabbrda01,18-19
C/LW,12,0.14,0.3,0.44,0.16,1.48,11,23,34,12,52,14,27,2,13,38.1,32.4,5.7,1.5,1.8,3.3,3.0,heineda01,18-19
D,14,0.12,0.38,0.5,0.17,2.39,10,31,41,14,103,23,111,26,-5,64.9,69.6,-4.7,2.8,3.8,6.6,,nurseda01,18-19
RW,1,0.08,0.08,0.17,0.07,0.83,1,1,2,1,3,0,6,0,-3,2.2,3.2,-1.0,0.1,0.0,0.1,,archida02,18-19
C/LW,7,0.11,0.16,0.28,0.11,1.75,7,10,17,7,28,0,64,25,-11,27.3,37.9,-10.6,-0.1,0.6,0.5,,helmda01,18-19
C,7,0.1,0.19,0.29,0.1,1.84,7,13,20,7,41,17,27,3,0,28.5,27.2,1.3,0.1,1.1,1.3,1.0,backeda01,18-19
C,6,0.06,0.24,0.3,0.1,1.14,4,15,19,6,27,0,49,16,-6,27.0,31.0,-4.1,-0.2,0.5,0.4,,kampfda01,18-19
C,25,0.25,0.65,0.9,0.31,1.72,20,53,73,25,93,24,64,2,7,54.4,44.7,9.7,5.3,2.0,7.3,1.0,krejcda01,18-19
RW,32,0.58,0.65,1.23,0.48,3.56,38,43,81,32,108,45,59,2,6,45.2,38.8,6.4,8.4,1.7,10.2,3.0,pastrda01,18-19
LW,19,0.4,0.4,0.81,0.33,1.96,23,23,46,19,58,19,36,0,3,36.2,34.6,1.6,4.2,1.3,5.5,1.0,perroda01,18-19
D,9,0.1,0.2,0.29,0.11,1.51,8,16,24,9,76,0,67,11,19,66.2,57.9,8.3,1.3,4.9,6.2,,savarda01,18-19
D,1,0.0,0.11,0.11,0.03,1.61,0,2,2,1,16,3,22,8,-1,12.5,12.0,0.5,-0.2,0.6,0.4,,schleda01,18-19
D,1,0.0,0.2,0.2,0.06,0.64,0,5,5,1,13,0,7,0,6,15.7,11.8,3.9,0.1,1.2,1.3,,kukande01,18-19
RW,1,0.05,0.14,0.19,0.06,1.1,1,3,4,1,6,3,6,0,-3,6.4,7.8,-1.4,-0.1,0.2,0.1,,guriade01,18-19
C,6,0.14,0.18,0.32,0.12,1.32,7,9,16,6,22,1,32,1,-10,18.9,22.8,-3.9,0.5,0.4,0.9,,malgide01,18-19
D,6,0.13,0.17,0.31,0.12,1.37,7,9,16,6,45,16,50,1,-20,34.1,33.2,0.9,1.2,0.6,1.7,,cholode01,18-19
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.2,0.3,-0.1,0.0,0.0,0.0,,gilbede01,18-19
D,4,0.02,0.15,0.17,0.05,0.93,2,12,14,4,48,1,91,32,-13,47.1,61.8,-14.7,-0.4,3.2,2.8,,forbode01,18-19
C,5,0.07,0.18,0.25,0.09,1.32,4,10,14,5,23,0,37,8,-6,22.6,25.5,-2.9,0.0,0.6,0.6,,grantde01,18-19
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,mackede01,18-19
C,14,0.16,0.31,0.47,0.17,1.27,13,25,38,14,56,11,43,19,21,37.7,26.0,11.7,1.9,1.8,3.7,,ryande01,18-19
C,14,0.21,0.28,0.49,0.19,2.71,15,20,35,14,62,16,61,13,-2,44.0,41.8,2.2,1.3,2.0,3.3,,stepade01,18-19
C,10,0.2,0.13,0.33,0.14,1.57,14,9,23,10,44,13,51,1,-19,33.1,45.0,-11.8,0.8,0.4,1.2,,brassde01,18-19
D,4,0.05,0.15,0.19,0.07,0.94,3,9,12,4,49,3,47,0,-1,38.9,47.7,-8.8,0.2,2.5,2.7,,poulide01,18-19
D,4,0.03,0.14,0.16,0.05,1.42,2,10,12,4,49,0,84,32,-3,50.3,58.7,-8.4,-0.4,2.9,2.5,,engelde01,18-19
RW,3,0.07,0.07,0.15,0.06,1.11,4,4,8,3,14,0,32,11,-6,16.5,19.6,-3.1,-0.4,0.3,-0.1,,smithde06,18-19
C,11,0.13,0.25,0.38,0.14,1.08,10,19,29,11,43,10,52,7,-12,34.7,41.2,-6.5,0.9,1.1,2.0,,shorede01,18-19
D,6,0.1,0.27,0.38,0.13,1.69,5,13,18,6,35,6,22,0,7,37.1,26.5,10.6,1.3,2.5,3.8,,toewsde01,18-19
C,2,0.04,0.16,0.2,0.06,0.88,1,4,5,2,9,0,9,2,2,8.7,10.5,-1.8,-0.1,0.3,0.2,,dubedi01,18-19
D,0,0.0,0.2,0.2,0.05,1.0,0,1,1,0,5,0,1,0,4,2.5,2.4,0.1,0.0,0.4,0.5,,heathdi01,18-19
D,2,0.01,0.07,0.09,0.03,1.19,1,5,6,2,32,1,60,9,-21,32.2,37.5,-5.3,-0.5,0.9,0.4,,phanedi01,18-19
RW,3,0.05,0.16,0.22,0.07,1.3,2,6,8,3,13,0,20,1,-5,14.8,15.6,-0.8,0.0,0.1,0.1,,jaskidm01,18-19
D,2,0.0,0.11,0.11,0.03,0.7,0,6,6,2,36,0,37,5,4,32.4,37.1,-4.7,-0.5,1.9,1.4,,kulikdm01,18-19
D,9,0.04,0.32,0.35,0.1,1.23,3,26,29,9,79,2,86,13,3,57.4,70.0,-12.7,1.0,3.0,4.0,,orlovdm01,18-19
C,1,0.5,0.0,0.5,0.28,0.5,1,0,1,1,1,0,1,0,0,1.1,0.6,0.4,0.2,0.0,0.2,,tonindo01,18-19
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,6,3,-3,1.1,2.0,-0.9,-0.1,-0.1,-0.2,,turgedo01,18-19
C,13,0.16,0.29,0.45,0.16,1.67,13,24,37,14,59,5,45,1,10,51.0,52.5,-1.5,1.7,1.4,3.1,,kahundo01,18-19
C,10,0.11,0.28,0.39,0.14,1.7,8,20,28,10,46,7,30,0,8,43.0,29.3,13.7,1.0,1.3,2.3,,simondo01,18-19
D,16,0.22,0.26,0.48,0.19,3.16,18,21,39,16,82,13,70,1,0,77.7,54.7,23.0,3.8,3.7,7.6,0.0,hamildo01,18-19
C,3,0.15,0.3,0.45,0.16,0.9,3,6,9,3,13,3,12,0,-2,7.4,8.3,-1.0,0.4,0.2,0.7,,bathedr01,18-19
LW,9,0.22,0.2,0.42,0.17,1.75,12,11,23,10,39,0,52,8,-5,32.9,37.4,-4.5,1.3,0.6,1.9,,caggidr01,18-19
D,15,0.1,0.45,0.55,0.18,1.88,8,37,45,14,86,28,128,35,-34,58.0,71.4,-13.3,2.8,2.9,5.7,,doughdr01,18-19
RW,5,0.09,0.14,0.23,0.09,1.35,5,8,13,5,25,5,27,0,-7,23.1,24.4,-1.4,-0.1,0.7,0.6,4.0,staffdr01,18-19
LW,3,0.1,0.23,0.32,0.11,1.71,3,7,10,4,16,1,15,0,0,12.8,12.1,0.7,0.3,0.4,0.7,,huntdr01,18-19
D,12,0.07,0.41,0.49,0.15,1.72,6,34,40,13,105,9,114,31,13,66.5,77.6,-11.1,2.3,3.8,6.0,,keithdu01,18-19
RW,20,0.31,0.4,0.71,0.28,2.5,22,29,51,20,79,25,87,16,-17,44.5,51.6,-7.1,3.3,1.4,4.7,4.0,browndu01,18-19
D,9,0.1,0.64,0.74,0.23,2.74,4,27,31,10,62,22,43,8,4,31.1,29.5,1.6,2.3,2.1,4.4,,byfugdu01,18-19
D,7,0.05,0.23,0.29,0.09,1.42,4,18,22,7,84,4,95,13,-1,57.9,62.1,-4.1,0.8,3.1,3.9,,demeldy01,18-19
C,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,1,0,0,0,1,1.7,2.7,-1.0,-0.2,0.1,-0.1,,gambrdy01,18-19
C,28,0.42,0.54,0.96,0.37,3.78,32,41,73,29,97,24,90,12,-6,65.5,59.0,6.4,5.9,1.6,7.5,3.0,larkidy01,18-19
D,0,0.0,0.0,0.0,0.0,0.86,0,0,0,0,4,0,3,1,2,2.8,4.0,-1.2,-0.1,0.4,0.3,,mcilrdy01,18-19
C,2,0.0,0.24,0.24,0.06,1.58,0,8,8,2,18,1,15,0,2,16.4,14.4,2.0,-0.2,0.4,0.1,,sikurdy01,18-19
C,21,0.26,0.47,0.73,0.27,1.86,20,37,57,21,98,34,71,0,-8,45.8,53.9,-8.2,4.2,0.9,5.1,,stromdy01,18-19
RW,1,0.25,0.25,0.5,0.21,0.5,1,1,2,1,3,1,0,0,2,0.8,1.0,-0.2,0.2,0.1,0.3,,tolvaee01,18-19
D,2,0.08,0.2,0.28,0.1,0.96,2,5,7,2,14,0,20,0,-6,12.9,14.5,-1.6,0.4,0.5,1.0,,yakoveg01,18-19
C,28,0.33,0.63,0.96,0.35,2.25,27,51,78,29,125,38,78,21,30,54.0,45.2,8.8,5.9,2.6,8.4,1.0,lindhel01,18-19
C,26,0.39,0.54,0.93,0.37,2.03,28,38,66,26,85,31,53,1,3,39.3,42.3,-3.0,6.0,1.7,7.8,7.0,petteel01,18-19
RW,6,0.1,0.11,0.21,0.08,0.93,7,8,15,6,21,0,42,13,-8,20.2,22.3,-2.1,0.0,0.8,0.8,,fehrer01,18-19
D,0,0.0,0.0,0.0,0.0,1.1,0,0,0,0,5,0,8,2,-1,4.2,5.2,-1.0,-0.2,0.3,0.1,,grybaer01,18-19
LW,0,0.0,0.0,0.0,0.0,1.38,0,0,0,0,1,0,5,0,-4,5.6,4.3,1.3,-0.4,0.0,-0.4,,robiner01,18-19
C,20,0.27,0.37,0.64,0.25,2.65,22,30,52,20,86,31,62,0,-7,58.0,44.7,13.4,3.3,1.9,5.1,,staaler01,18-19
C,0,0.0,0.17,0.17,0.05,1.67,0,1,1,0,1,0,4,0,-3,3.2,2.9,0.3,-0.1,0.0,-0.1,,tangrer01,18-19
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1.0,1.8,-0.8,0.0,0.1,0.0,,branner01,18-19
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,2,1,-1,1.2,1.4,-0.2,-0.1,0.0,0.0,,burgder01,18-19
D,6,0.09,0.19,0.28,0.1,1.84,5,11,16,6,65,2,42,4,25,43.5,41.1,2.4,0.7,3.6,4.3,,cernaer01,18-19
RW,1,0.17,0.0,0.17,0.09,1.67,1,0,1,1,1,0,3,0,-2,2.5,2.0,0.5,0.0,0.0,0.0,,condrer01,18-19
D,3,0.03,0.11,0.13,0.04,1.24,2,8,10,3,49,0,93,24,-20,47.3,59.3,-12.1,-0.5,1.6,1.1,,gudbrer01,18-19
D,21,0.22,0.54,0.76,0.26,2.03,17,43,60,21,115,32,90,1,-6,70.2,75.8,-5.6,5.5,2.2,7.7,,gustaer02,18-19
LW,3,0.13,0.33,0.47,0.17,1.73,2,5,7,2,9,1,7,0,1,10.1,6.9,3.1,0.2,0.3,0.6,1.0,haulaer01,18-19
D,9,0.09,0.23,0.31,0.11,1.8,7,18,25,9,79,4,98,29,8,63.3,65.3,-2.0,1.1,4.0,5.1,,johnser01,18-19
D,13,0.06,0.79,0.85,0.24,3.19,3,42,45,13,95,28,71,11,6,55.3,43.0,12.3,3.2,2.8,6.0,,karlser01,18-19
D,12,0.13,0.26,0.39,0.14,1.61,11,21,32,12,79,11,83,29,14,59.5,69.5,-9.9,1.9,6.7,8.6,,lindees01,18-19
D,1,0.14,0.0,0.14,0.08,1.43,1,0,1,1,2,1,6,0,-5,2.5,3.2,-0.7,0.1,-0.2,-0.1,,bouchev01,18-19
C,10,0.12,0.27,0.39,0.14,2.27,9,20,29,10,52,10,63,14,-7,37.6,38.8,-1.2,0.5,1.2,1.8,,rodriev01,18-19
LW,23,0.4,0.35,0.75,0.31,3.57,30,26,56,23,89,20,77,3,-4,58.9,48.7,10.2,4.7,1.1,5.8,,kaneev01,18-19
