Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Nikolay Goldobin,24,VAN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:37,0,1,0,0,,goldoni01,19-20
Alex Goligoski,34,ARI,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4.0,1614,23:03,134,91,0,0,,goligal01,19-20
Cody Goloubef,30,TOT,D,26,1,1,2,-3,8,0.4,1,0,0,0,1,0,0,18,5.6,395,15:11,24,45,0,0,,golouco01,19-20
Barclay Goodrow,26,TOT,RW,70,8,18,26,-8,97,1.5,8,0,0,2,15,2,1,102,7.8,1115,15:56,66,162,393,406,49.2,goodrba01,19-20
Shayne Gostisbehere,26,PHI,D,42,5,7,12,-4,20,2.0,4,1,0,1,3,4,0,73,6.8,768,18:18,37,14,0,0,,gostish01,19-20
Yanni Gourde,28,TBL,C,70,10,20,30,-5,49,2.0,7,1,2,5,14,5,1,110,9.1,985,14:04,20,78,93,79,54.1,gourdya01,19-20
Michael Grabner,32,ARI,RW,46,8,3,11,-4,6,1.0,7,0,1,0,3,0,0,61,13.1,569,12:22,12,21,0,4,0.0,grabnmi01,19-20
Markus Granlund,26,EDM,C,34,3,1,4,-1,14,0.1,3,0,0,1,1,0,0,26,11.5,368,10:50,18,15,25,32,43.9,granlma01,19-20
Mikael Granlund,27,NSH,C,63,17,13,30,-4,28,2.6,12,4,1,4,11,2,0,130,13.1,1122,17:48,55,42,73,77,48.7,granlmi01,19-20
Derek Grant,29,TOT,C,56,15,10,25,1,30,2.9,10,2,3,5,8,0,2,94,16.0,779,13:55,25,54,358,336,51.6,grantde01,19-20
Tyler Graovac,26,VAN,C,8,2,0,2,-2,2,0.2,0,2,0,0,0,0,0,5,40.0,50,6:16,3,6,8,14,36.4,graovty01,19-20
Kevin Gravel,27,TOR,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,33,11:05,3,2,0,0,,graveke01,19-20
Ryan Graves,24,COL,D,69,9,17,26,40,45,7.2,9,0,0,0,15,0,2,134,6.7,1307,18:57,150,112,0,0,,gravery01,19-20
Mike Green,34,TOT,D,50,3,8,11,-34,32,0.5,2,1,0,1,5,3,0,76,3.9,1044,20:53,66,61,0,0,,greenmi03,19-20
Andy Greene,37,TOT,D,63,2,12,14,1,16,3.2,2,0,0,0,9,1,2,60,3.3,1231,19:33,155,30,0,0,,greenan01,19-20
Jordan Greenway,22,MIN,LW,67,8,20,28,2,54,2.0,8,0,0,1,17,3,0,93,8.6,949,14:10,44,95,15,12,55.6,greenjo02,19-20
Noah Gregor,21,SJS,C,28,3,2,5,-5,8,0.2,2,1,0,0,1,1,0,33,9.1,282,10:04,6,50,6,13,31.6,gregono01,19-20
Rocco Grimaldi,26,NSH,C,66,10,21,31,10,10,3.1,10,0,0,1,21,0,0,122,8.2,835,12:39,14,23,1,5,16.7,grimaro01,19-20
Jordan Gross,24,ARI,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,3,0.0,32,16:11,1,0,0,0,,grossjo01,19-20
Carl Grundström,22,LAK,RW,13,0,4,4,2,8,0.2,0,0,0,0,4,0,0,16,0.0,166,12:46,4,29,0,0,,grundca01,19-20
Matt Grzelcyk,26,BOS,D,68,4,17,21,15,34,4.7,3,1,0,1,10,6,1,112,3.6,1228,18:04,67,56,0,0,,grzelma01,19-20
Radko Gudas,29,WSH,D,63,2,13,15,15,40,3.2,2,0,0,1,13,0,0,90,2.2,1054,16:44,75,164,0,0,,gudasra01,19-20
Erik Gudbranson,28,TOT,D,51,4,5,9,0,95,2.4,4,0,0,0,4,0,1,78,5.1,988,19:22,58,89,0,0,,gudbrer01,19-20
Jake Guentzel,25,PIT,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,20:38,19,46,22,24,47.8,guentja01,19-20
Brendan Guhle,22,ANA,D,30,4,4,8,-2,10,1.6,4,0,0,1,4,0,0,39,10.3,512,17:04,43,21,0,0,,guhlebr01,19-20
Carl Gunnarsson,33,STL,D,36,2,5,7,8,16,2.0,2,0,0,0,4,0,1,31,6.5,568,15:47,51,27,0,0,,gunnaca01,19-20
Denis Gurianov,22,DAL,RW,64,20,9,29,5,13,4.0,13,7,0,4,4,5,0,132,15.2,831,12:59,18,63,0,0,,guriade01,19-20
Nikita Gusev,27,NJD,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,14:42,7,12,1,2,33.3,gusevni01,19-20
David Gustafsson,19,WPG,C,22,1,0,1,-2,0,-0.1,1,0,0,1,0,0,0,4,25.0,135,6:09,6,5,34,29,54.0,gustada01,19-20
Erik Gustafsson,27,TOT,D,66,6,23,29,-9,27,3.9,4,2,0,0,16,7,0,103,5.8,1345,20:23,58,86,0,0,,gustaer02,19-20
Gaetan Haas,28,EDM,F,58,5,5,10,-1,6,0.6,5,0,0,0,4,1,0,54,9.3,562,9:42,28,58,172,236,42.2,haasga01,19-20
Brandon Hagel,21,CHI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,12,11:48,1,1,0,0,,hagelbr01,19-20
Carl Hagelin,31,WSH,LW,58,8,17,25,12,16,2.3,7,0,1,2,15,0,2,107,7.5,831,14:19,19,24,13,15,46.4,hagelca01,19-20
Robert Hägg,24,PHI,D,49,3,10,13,14,30,3.3,2,1,0,0,10,0,0,38,7.9,764,15:36,79,136,0,0,,haggro01,19-20
Nicolas Hague,21,VEG,D,38,1,10,11,0,32,1.7,0,1,0,0,7,3,0,54,1.9,611,16:05,26,69,0,0,,hagueni01,19-20
Ron Hainsey,38,OTT,D,64,1,11,12,10,12,3.1,1,0,0,1,8,0,3,43,2.3,1324,20:41,102,51,0,0,,hainsro01,19-20
Libor Hájek,21,NYR,D,28,0,5,5,-4,12,0.4,0,0,0,0,5,0,0,23,0.0,448,15:59,44,24,0,0,,hajekli01,19-20
Jani Hakanpää,27,ANA,D,5,1,0,1,1,2,0.4,1,0,0,0,0,0,0,4,25.0,91,18:07,7,15,0,0,,hakanja01,19-20
Micheal Haley,33,NYR,C,22,1,0,1,-7,50,-0.3,1,0,0,0,0,0,0,9,11.1,122,5:32,6,36,7,5,58.3,haleymi01,19-20
Taylor Hall,28,TOT,LW,65,16,36,52,-14,34,4.6,12,4,0,1,22,14,0,232,6.9,1246,19:10,29,47,20,31,39.2,hallta02,19-20
Dan Hamhuis,37,NSH,D,60,0,8,8,6,35,1.7,0,0,0,0,8,0,0,44,0.0,871,14:31,53,64,0,0,,hamhuda01,19-20
Dougie Hamilton,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,23:17,63,52,0,0,,hamildo01,19-20
Travis Hamonic,29,CGY,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,21:12,110,39,0,0,,hamontr01,19-20
Noah Hanifin,23,CGY,D,70,5,17,22,-12,12,3.5,4,1,0,0,13,4,0,132,3.8,1482,21:10,89,82,0,0,,hanifno01,19-20
Joel Hanley,28,DAL,D,8,0,2,2,0,6,0.3,0,0,0,0,2,0,0,4,0.0,91,11:21,8,3,0,0,,hanlejo01,19-20
Jansen Harkins,22,WPG,C,29,2,5,7,-2,5,0.3,2,0,0,0,5,0,0,29,6.9,308,10:37,10,8,0,5,0.0,harkija01,19-20
Scott Harrington,26,CBJ,D,39,1,7,8,-3,16,1.5,1,0,0,0,7,0,0,37,2.7,544,13:57,48,46,0,0,,harrisc01,19-20
Ryan Hartman,25,MIN,RW,69,9,11,20,4,69,1.6,8,1,0,1,11,0,0,114,7.9,846,12:15,54,44,83,69,54.6,hartmry01,19-20
Garnet Hathaway,28,WSH,RW,66,9,7,16,6,79,1.5,9,0,0,1,6,0,1,80,11.3,711,10:47,46,189,9,20,31.0,hathaga01,19-20
Erik Haula,28,TOT,LW,48,12,12,24,1,22,2.4,8,4,0,2,8,4,0,92,13.0,760,15:50,15,27,381,323,54.1,haulaer01,19-20
Jayce Hawryluk,24,TOT,C,26,3,7,10,1,16,0.9,3,0,0,0,7,0,0,26,11.5,288,11:06,9,65,4,8,33.3,hawryja01,19-20
John Hayden,24,NJD,C,43,3,1,4,-2,77,0.0,3,0,0,1,1,0,0,39,7.7,418,9:43,27,87,4,15,21.1,haydejo01,19-20
Kevin Hayes,27,PHI,RW,69,23,18,41,-6,34,4.1,15,4,4,5,15,3,0,175,13.1,1223,17:44,22,88,415,411,50.2,hayeske01,19-20
Barrett Hayton,19,ARI,C,20,1,3,4,2,14,0.3,1,0,0,1,3,0,0,27,3.7,223,11:09,3,14,23,38,37.7,haytoba01,19-20
Victor Hedman,29,TBL,D,66,11,44,55,27,31,9.5,7,4,0,3,26,18,0,155,7.1,1588,24:04,98,73,0,0,,hedmavi01,19-20
Tim Heed,29,SJS,D,38,1,4,5,-10,2,0.6,1,0,0,0,3,1,0,44,2.3,494,13:00,30,16,0,1,0.0,heedti01,19-20
Danton Heinen,24,TOT,C,67,10,16,26,-2,10,2.1,7,3,0,2,13,3,0,109,9.2,969,14:28,34,35,5,8,38.5,heineda01,19-20
Ville Heinola,18,WPG,D,8,1,4,5,3,4,1.0,1,0,0,0,3,1,0,10,10.0,145,18:04,5,3,0,0,,heinovi01,19-20
Miro Heiskanen,20,DAL,D,68,8,27,35,14,12,7.8,8,0,0,0,20,7,0,163,4.9,1616,23:46,84,40,0,0,,heiskmi01,19-20
Darren Helm,33,DET,C,68,9,7,16,-6,37,1.1,8,0,1,0,6,0,1,102,8.8,934,13:44,26,88,15,13,53.6,helmda01,19-20
Adam Henrique,29,ANA,C,71,26,17,43,-3,22,5.2,21,5,0,1,13,4,0,169,15.4,1198,16:52,32,75,512,419,55.0,henriad01,19-20
Tomáš Hertl,26,SJS,C,48,16,20,36,-18,16,3.3,12,2,2,1,15,5,0,117,13.7,885,18:27,25,29,433,357,54.8,hertlto01,19-20
Joe Hicketts,23,DET,D,6,0,2,2,-5,2,0.0,0,0,0,0,2,0,0,6,0.0,110,18:17,13,14,0,0,,hickejo01,19-20
Matthew Highmore,23,CHI,LW,36,2,4,6,-1,6,0.2,2,0,0,0,4,0,0,35,5.7,353,9:49,9,38,1,3,25.0,highmma01,19-20
Vinnie Hinostroza,25,ARI,C,68,5,17,22,1,14,1.5,5,0,0,0,15,1,1,132,3.8,891,13:06,26,51,26,35,42.6,hinosvi01,19-20
Roope Hintz,23,DAL,LW,60,19,14,33,3,16,4.2,14,3,2,5,3,11,0,120,15.8,885,14:45,28,73,172,173,49.9,hintzro01,19-20
Taro Hirose,23,DET,LW,26,2,5,7,-12,6,0.0,2,0,0,0,0,5,0,21,9.5,326,12:33,16,13,0,5,0.0,hirosta01,19-20
Nico Hischier,21,NJD,C,58,14,22,36,-16,12,2.9,11,2,1,1,13,8,1,123,11.4,1048,18:04,37,48,507,473,51.7,hischni01,19-20
Niklas Hjalmarsson,32,ARI,D,27,1,4,5,-2,14,1.1,1,0,0,0,3,0,1,18,5.6,507,18:46,45,20,0,0,,hjalmni01,19-20
Mike Hoffman,30,FLA,C,69,29,30,59,-5,28,6.6,18,11,0,3,20,10,0,214,13.6,1162,16:50,22,33,7,8,46.7,hoffmmi02,19-20
Nick Holden,32,VEG,D,61,6,8,14,-1,13,2.8,5,1,0,0,7,0,1,101,5.9,1150,18:51,74,129,0,0,,holdeni01,19-20
Justin Holl,28,TOR,D,68,2,16,18,13,43,3.5,2,0,0,0,16,0,0,89,2.2,1259,18:31,83,89,0,0,,hollju01,19-20
Korbinian Holzer,31,TOT,D,49,1,3,4,-2,37,1.2,1,0,0,0,2,0,1,39,2.6,786,16:02,96,97,0,0,,holzeko01,19-20
Patric Hörnqvist,33,PIT,RW,52,17,15,32,9,36,3.9,14,3,0,2,11,4,0,168,10.1,828,15:56,41,107,2,4,33.3,hornqpa01,19-20
Bo Horvat,24,VAN,C,69,22,31,53,-15,21,4.6,10,12,0,2,27,4,0,178,12.4,1362,19:44,66,55,850,633,57.3,horvabo01,19-20
Brett Howden,21,NYR,C,70,9,10,19,-11,28,0.6,8,1,0,2,7,1,2,64,14.1,920,13:09,67,69,251,270,48.2,howdebr01,19-20
Filip Hronek,22,DET,D,65,9,22,31,-38,46,3.6,8,1,0,0,13,9,0,125,7.2,1553,23:54,74,105,0,0,,hronefi01,19-20
Jonathan Huberdeau,26,FLA,LW,69,23,55,78,5,30,8.0,18,5,0,3,31,24,0,152,15.1,1295,18:46,26,51,24,37,39.3,huberjo01,19-20
Charles Hudon,25,MTL,LW,15,1,1,2,-9,0,-0.3,1,0,0,1,1,0,0,22,4.5,173,11:32,2,25,1,3,25.0,hudonch01,19-20
Cameron Hughes,23,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,9:53,2,1,0,0,,hugheca01,19-20
Jack Hughes,18,NJD,C,61,7,14,21,-26,10,0.4,3,4,0,2,9,5,0,123,5.7,968,15:52,21,12,167,295,36.1,hugheja03,19-20
Quinn Hughes,20,VAN,D,68,8,45,53,-10,22,6.5,5,3,0,2,23,22,0,126,6.3,1488,21:53,46,7,0,0,,hughequ01,19-20
Brad Hunt,31,MIN,D,59,8,11,19,-7,6,2.8,5,3,0,0,4,7,0,106,7.5,893,15:08,39,12,0,0,,huntbr01,19-20
Dryden Hunt,24,FLA,LW,21,0,4,4,0,24,0.0,0,0,0,0,4,0,0,33,0.0,220,10:30,7,37,0,0,,huntdr01,19-20
Ben Hutton,26,LAK,D,65,4,12,16,5,14,4.0,4,0,0,1,12,0,0,114,3.5,1187,18:16,76,51,0,0,,huttobe01,19-20
Zach Hyman,27,TOR,C,51,21,16,37,13,23,4.5,17,3,1,1,13,3,0,106,19.8,974,19:06,23,52,70,90,43.8,hymanza01,19-20
Alex Iafallo,26,LAK,C,70,17,26,43,1,14,4.2,11,6,0,3,23,3,0,142,12.0,1325,18:56,47,49,11,12,47.8,iafalal01,19-20
Matt Irwin,32,TOT,D,36,0,3,3,-15,15,-0.5,0,0,0,0,3,0,0,58,0.0,521,14:28,54,80,0,0,,irwinma01,19-20
Joshua Jacobs,23,NJD,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0.0,33,16:36,4,3,0,0,,jacobjo01,19-20
Mark Jankowski,25,CGY,C,56,5,2,7,-12,14,-0.2,5,0,0,0,2,0,0,38,13.2,621,11:06,33,14,191,235,44.8,jankoma01,19-20
Mattias Janmark,27,DAL,C,62,6,15,21,-5,12,1.3,4,1,1,0,10,4,1,86,7.0,906,14:37,37,22,30,39,43.5,janmama02,19-20
Calle Järnkrok,28,NSH,C,64,15,19,34,4,14,3.3,11,2,2,1,12,7,0,136,11.0,1020,15:56,27,28,33,37,47.1,jarnkca01,19-20
Christián Jaroš,23,OTT,D,13,0,3,3,-2,6,0.3,0,0,0,0,2,0,1,5,0.0,137,10:31,12,14,0,0,,jarosch01,19-20
Boone Jenner,26,CBJ,C,70,11,13,24,-14,36,1.2,9,2,0,1,10,2,1,179,6.1,1268,18:07,80,109,644,523,55.2,jennebo01,19-20
Nick Jensen,29,WSH,D,68,0,8,8,1,13,1.3,0,0,0,0,7,1,0,61,0.0,1212,17:49,71,59,0,0,,jenseni02,19-20
Ryan Johansen,27,NSH,C,68,14,22,36,-5,45,2.8,10,3,1,2,16,6,0,101,13.9,1160,17:03,34,39,549,483,53.2,johanry01,19-20
Marcus Johansson,29,BUF,C,60,9,21,30,-12,20,1.9,8,1,0,1,16,5,0,87,10.3,1029,17:09,22,39,197,294,40.1,johanma03,19-20
Stephen Johns,27,DAL,D,17,2,3,5,0,10,1.1,2,0,0,0,3,0,0,30,6.7,300,17:40,20,50,0,0,,johnsst03,19-20
Adam Johnson,25,PIT,C,7,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,5,20.0,47,6:42,3,4,0,0,,johnsad01,19-20
Erik Johnson,31,COL,D,59,3,13,16,9,20,3.1,3,0,0,1,13,0,0,99,3.0,1242,21:03,115,97,0,0,,johnser01,19-20
Jack Johnson,33,PIT,D,67,3,8,11,-1,26,2.5,2,0,1,0,8,0,0,63,4.8,1304,19:28,97,183,0,0,,johnsja02,19-20
Luke Johnson,25,MIN,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,35,11:35,0,6,16,16,50.0,johnslu01,19-20
Tyler Johnson,29,TBL,C,65,14,17,31,9,16,3.1,13,1,0,2,11,6,0,113,12.4,945,14:33,22,62,173,180,49.0,johnsty01,19-20
Andreas Johnsson,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,15:45,21,43,0,2,0.0,johnsan01,19-20
Ross Johnston,25,NYI,LW,32,3,1,4,1,78,0.3,3,0,0,0,1,0,0,16,18.8,256,7:59,14,93,1,0,100.0,johnsro02,19-20
Henri Jokiharju,20,BUF,D,69,4,11,15,-6,32,2.6,3,1,0,0,10,1,0,78,5.1,1188,17:13,63,74,0,0,,jokihhe01,19-20
Caleb Jones,22,EDM,D,43,4,5,9,-1,10,1.9,4,0,0,1,4,1,0,38,10.5,608,14:08,46,33,0,0,,jonesca01,19-20
Max Jones,21,ANA,LW,59,8,4,12,-6,36,0.5,7,0,1,0,3,1,0,102,7.8,842,14:16,18,82,11,16,40.7,jonesma03,19-20
Seth Jones,25,CBJ,D,56,6,24,30,10,20,6.5,4,2,0,0,16,7,1,126,4.8,1416,25:17,123,62,0,0,,jonesse01,19-20
Mathieu Joseph,22,TBL,RW,37,4,3,7,-2,16,0.2,4,0,0,0,2,0,1,35,11.4,426,11:31,10,47,4,10,28.6,josepma01,19-20
Roman Josi,29,NSH,D,69,16,49,65,22,41,10.9,12,4,0,1,30,19,0,260,6.2,1779,25:47,108,52,0,0,,josiro01,19-20
Tyson Jost,21,COL,C,67,8,15,23,11,22,2.0,7,1,0,0,11,4,0,115,7.0,855,12:46,18,58,85,170,33.3,jostty01,19-20
Tomáš Jurčo,27,EDM,RW,12,0,2,2,1,4,0.1,0,0,0,0,2,0,0,7,0.0,120,9:59,3,4,2,2,50.0,jurcoto01,19-20
Nazem Kadri,29,COL,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,17:26,9,61,407,310,56.8,kadrina01,19-20
Dominik Kahun,24,TOT,C,56,12,19,31,8,8,3.4,11,1,0,2,18,1,0,87,13.8,744,13:17,22,5,29,31,48.3,kahundo01,19-20
Kaapo Kakko,18,NYR,RW,66,10,13,23,-26,14,0.5,8,2,0,3,2,11,0,109,9.2,942,14:17,11,20,2,4,33.3,kakkoka01,19-20
Vladislav Kamenev,23,COL,LW,38,1,7,8,-2,8,0.2,1,0,0,1,5,2,0,32,3.1,341,8:59,16,34,57,50,53.3,kamenvl01,19-20
David Kämpf,25,CHI,C,70,8,8,16,-11,8,0.3,7,0,1,2,8,0,0,90,8.9,957,13:40,26,52,313,285,52.3,kampfda01,19-20
Steven Kampfer,31,BOS,D,10,0,2,2,2,2,0.5,0,0,0,0,0,2,0,13,0.0,136,13:38,8,15,0,0,,kampfst01,19-20
Evander Kane,28,SJS,LW,64,26,21,47,-12,122,5.1,10,14,2,6,17,4,0,216,12.0,1250,19:32,25,135,106,95,52.7,kaneev01,19-20
Patrick Kane,31,CHI,RW,70,33,51,84,8,40,9.6,25,8,0,2,36,15,0,275,12.0,1494,21:20,19,24,1,3,25.0,kanepa01,19-20
Kasperi Kapanen,23,TOR,RW,69,13,23,36,0,22,2.9,11,0,2,2,20,3,0,121,10.7,1090,15:47,17,73,2,13,13.3,kapanka01,19-20
Erik Karlsson,29,SJS,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5.0,1373,24:31,74,26,0,0,,karlser01,19-20
Melker Karlsson,29,SJS,C,61,6,6,12,-7,20,0.5,6,0,0,0,6,0,0,56,10.7,748,12:16,39,38,14,17,45.2,karlsme01,19-20
William Karlsson,27,VEG,C,63,15,31,46,11,16,4.6,11,2,2,1,22,6,3,138,10.9,1189,18:52,38,40,491,455,51.9,karlswi01,19-20
David Kaše,23,PHI,RW,6,1,0,1,1,0,0.1,1,0,0,1,0,0,0,5,20.0,59,9:47,1,4,1,0,100.0,kaseda01,19-20
Ondřej Kaše,24,TOT,RW,55,7,17,24,-7,14,1.5,6,0,1,0,15,2,0,144,4.9,910,16:33,17,13,6,23,20.7,kaseon01,19-20
Zack Kassian,29,EDM,RW,59,15,19,34,0,69,3.6,15,0,0,1,19,0,0,99,15.2,924,15:40,8,157,1,2,33.3,kassiza01,19-20
Martin Kaut,20,COL,RW,9,2,1,3,-1,2,0.3,1,1,0,0,1,0,0,13,15.4,91,10:08,0,9,1,0,100.0,kautma01,19-20
Duncan Keith,36,CHI,D,61,3,24,27,1,18,4.2,1,2,0,0,15,9,0,111,2.7,1488,24:23,117,26,0,0,,keithdu01,19-20
Clayton Keller,21,ARI,C,70,17,27,44,-6,28,4.4,15,2,0,2,14,13,0,184,9.2,1141,16:18,13,20,8,13,38.1,kellecl01,19-20
Joel Kellman,25,SJS,F,31,3,4,7,-1,4,0.5,3,0,0,1,3,0,1,31,9.7,359,11:35,18,28,112,126,47.1,kellmjo01,19-20
Adrian Kempe,23,LAK,LW,69,11,21,32,-10,29,2.4,7,2,2,2,11,8,2,148,7.4,1105,16:01,17,71,92,131,41.3,kempead01,19-20
Michal Kempný,29,WSH,D,58,3,15,18,19,22,3.9,3,0,0,0,15,0,0,73,4.1,1081,18:38,72,42,0,0,,kempnmi01,19-20
Alexander Kerfoot,25,TOR,C,65,9,19,28,-2,32,1.8,8,1,0,1,17,2,0,88,10.2,960,14:46,41,48,191,216,46.9,kerfoal01,19-20
Phil Kessel,32,ARI,RW,70,14,24,38,-21,22,2.8,5,9,0,2,16,8,0,153,9.2,1200,17:09,20,11,2,7,22.2,kesseph01,19-20
Jujhar Khaira,25,EDM,LW,64,6,4,10,-19,38,-0.3,6,0,0,1,4,0,0,69,8.7,802,12:32,30,136,34,32,51.5,khairju01,19-20
Alex Killorn,30,TBL,C,68,26,23,49,19,20,6.0,18,8,0,7,18,5,0,130,20.0,1219,17:56,15,59,5,14,26.3,killoal01,19-20
Joel Kiviranta,23,DAL,F,11,1,0,1,-1,4,0.0,1,0,0,0,0,0,0,13,7.7,117,10:39,3,17,0,0,,kivirjo01,19-20
Oscar Klefbom,26,EDM,D,62,5,29,34,-17,24,4.4,3,2,0,0,13,16,0,159,3.1,1576,25:25,180,45,0,0,,klefbos01,19-20
John Klingberg,27,DAL,D,58,6,26,32,-10,22,5.0,4,2,0,0,11,15,0,120,5.0,1286,22:10,72,29,0,0,,klingjo01,19-20
Nikolai Knyzhov,21,SJS,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,32,10:49,4,4,0,0,,knyzhni01,19-20
Slater Koekkoek,25,CHI,D,42,1,9,10,3,42,1.9,1,0,0,1,9,0,0,47,2.1,704,16:45,58,64,0,0,,koekksl01,19-20
Mikko Koivu,36,MIN,C,55,4,17,21,2,28,1.1,3,1,0,0,10,6,1,74,5.4,856,15:34,33,25,431,380,53.1,koivumi01,19-20
Otto Koivula,21,NYI,LW,12,0,0,0,0,2,-0.2,0,0,0,0,0,0,0,4,0.0,95,7:55,4,12,24,41,36.9,koivuot01,19-20
Keegan Kolesar,22,VEG,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,12:06,0,2,1,0,100.0,koleske01,19-20
Leo Komarov,33,NYI,C,48,4,10,14,2,10,0.9,4,0,0,1,9,0,1,46,8.7,605,12:36,29,123,34,52,39.5,komarle01,19-20
